Translation Key Comparison Report
==================================================

Total used keys: 900
EN keys: 644
FA keys: 644
AR keys: 890

Key                                                EN  FA  AR  Status              
shipping.domestic_detail3                          ✗   ✗   ✗   CRITICAL (missing in all)
shipping.domestic_text                             ✗   ✗   ✗   CRITICAL (missing in all)
shipping.expedited                                 ✗   ✗   ✗   CRITICAL (missing in all)
shipping.expedited_desc                            ✗   ✗   ✗   CRITICAL (missing in all)
shipping.expedited_details                         ✗   ✗   ✗   CRITICAL (missing in all)
shipping.free                                      ✗   ✗   ✓   PARTIAL             
shipping.international                             ✗   ✗   ✗   CRITICAL (missing in all)
shipping.international_detail1                     ✗   ✗   ✗   CRITICAL (missing in all)
shipping.international_detail2                     ✗   ✗   ✗   CRITICAL (missing in all)
shipping.international_detail3                     ✗   ✗   ✗   CRITICAL (missing in all)
shipping.international_text                        ✗   ✗   ✗   CRITICAL (missing in all)
shipping.options                                   ✗   ✗   ✗   CRITICAL (missing in all)
shipping.priority                                  ✗   ✗   ✗   CRITICAL (missing in all)
shipping.priority_desc                             ✗   ✗   ✗   CRITICAL (missing in all)
shipping.priority_details                          ✗   ✗   ✗   CRITICAL (missing in all)
shipping.progressText                              ✗   ✗   ✓   PARTIAL             
shipping.qualified                                 ✗   ✗   ✓   PARTIAL             
shipping.standard                                  ✗   ✗   ✗   CRITICAL (missing in all)
shipping.standard_desc                             ✗   ✗   ✗   CRITICAL (missing in all)
shipping.standard_details                          ✗   ✗   ✗   CRITICAL (missing in all)
shipping.subtitle                                  ✗   ✗   ✗   CRITICAL (missing in all)
shipping.title                                     ✗   ✗   ✗   CRITICAL (missing in all)
should add/remove RTL class to body correctly      ✗   ✗   ✗   CRITICAL (missing in all)
should provide correct initial values for LTR language ✗   ✗   ✗   CRITICAL (missing in all)
should provide correct initial values for RTL language ✗   ✗   ✗   CRITICAL (missing in all)
should throw error when useRTL is used outside of RTLProvider ✗   ✗   ✗   CRITICAL (missing in all)
should toggle RTL correctly                        ✗   ✗   ✗   CRITICAL (missing in all)
should update document direction when language changes ✗   ✗   ✗   CRITICAL (missing in all)
shows original price crossed out and discounted price when discount is applied ✗   ✗   ✗   CRITICAL (missing in all)
shows out of stock alert when trying to add out of stock product to cart ✗   ✗   ✗   CRITICAL (missing in all)
terms.accuracy                                     ✗   ✗   ✓   PARTIAL             
terms.accuracy_title                               ✗   ✗   ✓   PARTIAL             
terms.disclaimer1                                  ✗   ✗   ✓   PARTIAL             
terms.disclaimer2                                  ✗   ✗   ✓   PARTIAL             
terms.disclaimer_title                             ✗   ✗   ✓   PARTIAL             
terms.governing                                    ✗   ✗   ✓   PARTIAL             
terms.governing_title                              ✗   ✗   ✓   PARTIAL             
terms.intro                                        ✗   ✗   ✓   PARTIAL             
terms.intro_title                                  ✗   ✗   ✓   PARTIAL             
terms.limitations                                  ✗   ✗   ✓   PARTIAL             
terms.limitations_title                            ✗   ✗   ✓   PARTIAL             
terms.links                                        ✗   ✗   ✓   PARTIAL             
terms.links_title                                  ✗   ✗   ✓   PARTIAL             
terms.modifications                                ✗   ✗   ✓   PARTIAL             
terms.modifications_title                          ✗   ✗   ✓   PARTIAL             
terms.subtitle                                     ✗   ✗   ✓   PARTIAL             
terms.title                                        ✗   ✗   ✓   PARTIAL             
terms.use1                                         ✗   ✗   ✓   PARTIAL             
terms.use2                                         ✗   ✗   ✓   PARTIAL             
terms.use_title                                    ✗   ✗   ✓   PARTIAL             
theme.switchToDark                                 ✗   ✗   ✓   PARTIAL             
theme.switchToLight                                ✗   ✗   ✓   PARTIAL             
true                                               ✗   ✗   ✗   CRITICAL (missing in all)
uses localized description when available          ✗   ✗   ✗   CRITICAL (missing in all)
uses localized title when available                ✗   ✗   ✗   CRITICAL (missing in all)
{/* Order Details */}                              ✗   ✗   ✗   CRITICAL (missing in all)
{canCancel && (                                    ✗   ✗   ✗   CRITICAL (missing in all)
}                                                  ✗   ✗   ✗   CRITICAL (missing in all)
